priority,id,title,category,words,review_reasons,review_status
1,drug:rituximab,Rituximab,drug,373,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharm_round15: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:selexipag,Selexipag (Uptravi),drug,373,Clinical reviewer triage: Numerical treatment wording: Dosing; Numerical treatment wording: Quick reference | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:lisdexamfetamine,Lisdexamfetamine,drug,376,Clinical reviewer triage: Numerical treatment wording: Dosing | Source locator review: openrn_pharm_round18: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:diazepam,Diazepam,drug,377,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:lithium,Lithium,drug,377,Clinical reviewer triage: High-alert medication | Source locator review: openrn_mental_health: search URL (needs a specific supporting source); openrn_pharm_psych: search URL (needs a specific supporting source) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:tocilizumab,Tocilizumab,drug,379,Clinical reviewer triage: Numerical treatment wording: Dosing | Source locator review: openrn_pharm_round8: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:alendronate,Alendronate,drug,382,Clinical reviewer triage: Numerical treatment wording: Nursing considerations | Source locator review: openrn_pharm_round8: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:morphine,Morphine,drug,383,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:dantrolene,Dantrolene,drug,384,Clinical reviewer triage: High-risk medication; Numerical treatment wording: Dosing | Source locator review: openrn_pharm_round17: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:vincristine,Vincristine,drug,385,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharm_round18: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:clozapine,Clozapine,drug,386,Clinical reviewer triage: High-alert medication; Numerical treatment wording: Dosing | Source locator review: openrn_mh_round5: search URL (needs a specific supporting source); openrn_pharm_round5: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:eculizumab,Eculizumab,drug,392,Clinical reviewer triage: High-risk medication | Source locator review: openrn_pharm_round18: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:mifepristone,Mifepristone,drug,397,Clinical reviewer triage: Numerical treatment wording: Dosing | Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:lorazepam,Lorazepam,drug,400,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:adenosine,Adenosine,drug,402,Clinical reviewer triage: Numerical treatment wording: Dosing | Source locator review: openrn_pharmacology_book: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:conivaptan,Conivaptan (Vaprisol),drug,402,Clinical reviewer triage: High-alert medication; Numerical treatment wording: Dosing; Numerical treatment wording: Quick reference | Source locator review: ismp_round34: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:macitentan,Macitentan (Opsumit),drug,402,Clinical reviewer triage: High-alert medication | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:warfarin,Warfarin,drug,402,Clinical reviewer triage: High-alert medication | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:nimodipine,Nimodipine,drug,403,Clinical reviewer triage: High-alert medication | Source locator review: ismp_round34: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:cyclophosphamide,Cyclophosphamide,drug,406,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharm_round18: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:midazolam,Midazolam,drug,406,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharmacology_book: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:succinylcholine,Succinylcholine,drug,408,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharmacology_book_2: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:buprenorphine,Buprenorphine (mono and naloxone combinations),drug,411,Clinical reviewer triage: Numerical treatment wording: Dosing | Source locator review: openrn_pharm_round10: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:cisplatin,Cisplatin,drug,411,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharm_round12: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:epoetin-alfa,Epoetin alfa (EPO),drug,412,Clinical reviewer triage: High-risk medication | Source locator review: openrn_pharm_round18: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:vancomycin,Vancomycin,drug,414,Clinical reviewer triage: Numerical treatment wording: Dosing | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:insulin-regular,Insulin (regular),drug,422,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:methadone,Methadone,drug,423,Clinical reviewer triage: High-alert medication; Numerical treatment wording: Dosing | Source locator review: openrn_pharm_round11: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:insulin-nph,Insulin NPH,drug,424,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:methyldopa,Methyldopa (Aldomet),drug,426,Clinical reviewer triage: Numerical treatment wording: Dosing | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:dinoprostone,Dinoprostone,drug,427,Clinical reviewer triage: High-risk medication | Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:digoxin,Digoxin,drug,430,Clinical reviewer triage: High-alert medication | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:disulfiram,Disulfiram,drug,430,Clinical reviewer triage: High-risk medication | Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:oxytocin,Oxytocin,drug,432,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharm_round3b: search URL (needs a specific supporting source); openrn_matpharm_round3b: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:alteplase,Alteplase,drug,433,Clinical reviewer triage: High-alert medication | Source locator review: openrn_pharm_doac: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:norepinephrine,Norepinephrine,drug,439,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:fosphenytoin,Fosphenytoin,drug,442,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:ticagrelor,Ticagrelor,drug,442,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
1,drug:amiodarone,Amiodarone,drug,444,Clinical reviewer triage: High-alert medication | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
